query,topIntent,conversationName,description,answer,enabled,intentAnnotations,exampleDataAnnotations
How long is the card validity period?,ANS.FAQs.prepaid.cards.long.card.valid.period,FAQ: How long is the card validity period?,,5 years.,TRUE,,
What is the validity period of the card?,ANS.FAQs.prepaid.cards.long.card.valid.period,FAQ: How long is the card validity period?,,5 years.,TRUE,,
Retail - How can I view a statement of loan accounts,ANS.FAQs.alAhlyNet.nbe.mobile.ret.view.statement.loan.acc,FAQ: Retail - How can I view a statement of loan accounts?,,Go to the menu>Accounts>Loans and Finances>Loan Account Activity then select the account and one of the display parameters.,TRUE,,
Retail - How can I view a statement of loan accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.view.statement.loan.acc,FAQ: Retail - How can I view a statement of loan accounts?,,Go to the menu>Accounts>Loans and Finances>Loan Account Activity then select the account and one of the display parameters.,TRUE,,
What are the latest e-payment services offered by the Bank?,ANS.FAQs.alAhlyE-Shopping.latest.payment.offer.bank,FAQ: What are the latest e-payment services offered by the Bank?,,"Now and for the first time in Egypt, NBE allows merchants to download the application related to (Tap on Phone) service on smart phones that have ""Near-field Communication (NFC)"" feature which allows them to accept payments via all cards (credit, debit, and prepaid cards) by swiping the card on the smart phone's screen for the application to carry out the transaction and send an SMS to the card holder indicating the debit transaction.
This service allows merchants to use the mobile application ""Tap on Phone"" in all the different types of e-payment instead of using the traditional POS, which provides the customers with sophisticated, easy and safe banking experience in performing several banking services.",TRUE,,
What are the latest electronic collection services provided by the National Bank of Egypt?,ANS.FAQs.alAhlyE-Shopping.latest.payment.offer.bank,FAQ: What are the latest e-payment services offered by the Bank?,,"Now and for the first time in Egypt, NBE allows merchants to download the application related to (Tap on Phone) service on smart phones that have ""Near-field Communication (NFC)"" feature which allows them to accept payments via all cards (credit, debit, and prepaid cards) by swiping the card on the smart phone's screen for the application to carry out the transaction and send an SMS to the card holder indicating the debit transaction.
This service allows merchants to use the mobile application ""Tap on Phone"" in all the different types of e-payment instead of using the traditional POS, which provides the customers with sophisticated, easy and safe banking experience in performing several banking services.",TRUE,,
Retail - Can donations be made?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.donat.made,FAQ: Retail - Can donations be made?,,"Yes, you can donate to the different donation recipients available on Al Ahly Net/NBE Mobile.",TRUE,,
Retail - Can donations be made,ANS.FAQs.alAhlyNet.nbe.mobile.ret.donat.made,FAQ: Retail - Can donations be made?,,"Yes, you can donate to the different donation recipients available on Al Ahly Net/NBE Mobile.",TRUE,,
Corp - How is the OTP variable password generated through the security code device?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.on.time.password.otp.creat.hard.taken,FAQ: Corp - How can a one-time password (OTP) be created through the hard taken?,,"Open the hard token by pressing ""OK"", enter the hard token PIN code then press ""1"" to create an OTP to carry out transactions through the service.",TRUE,,
Corp - How can a one-time password (OTP) be created through the hard taken?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.on.time.password.otp.creat.hard.taken,FAQ: Corp - How can a one-time password (OTP) be created through the hard taken?,,"Open the hard token by pressing ""OK"", enter the hard token PIN code then press ""1"" to create an OTP to carry out transactions through the service.",TRUE,,
Can I choose to receive both paper statements and e-statements via email?,ANS.FAQs.acc.cert.saving.pools.choos.receiv.paper.statement.e.email,FAQ: Can I choose to receive both paper statements and e-statements via email?,,"No, once you request an e-statement via email, you will not receive paper statements.",TRUE,,
Can I choose to receive a paper account statement and an account statement via e-mail?,ANS.FAQs.acc.cert.saving.pools.choos.receiv.paper.statement.e.email,FAQ: Can I choose to receive both paper statements and e-statements via email?,,"No, once you request an e-statement via email, you will not receive paper statements.",TRUE,,
How to borrow with the guarantee of new platinum certificates with a monthly return of 18%?,ANS.FAQs.auto.loan.borrow.against.new.annual.platinum.cert.monthli.return,FAQ: How can I borrow against the new 18% annual platinum certificate with a monthly return?,,You can borrow against the certificate at 2% interest rate above the certificate's rate. The minimum term is 3 months and the maximum term is one year.,TRUE,,
How can I borrow against the new 18% annual platinum certificate with a monthly return?,ANS.FAQs.auto.loan.borrow.against.new.annual.platinum.cert.monthli.return,FAQ: How can I borrow against the new 18% annual platinum certificate with a monthly return?,,You can borrow against the certificate at 2% interest rate above the certificate's rate. The minimum term is 3 months and the maximum term is one year.,TRUE,,
How can I obtain a direct debit card?,ANS.FAQs.debit.cards.appli.card,FAQ: How can I apply for a debit card?,,A debit card is automatically issued when a customer opens an account with NBE for the first time.,TRUE,,
How can I apply for a debit card?,ANS.FAQs.debit.cards.appli.card,FAQ: How can I apply for a debit card?,,A debit card is automatically issued when a customer opens an account with NBE for the first time.,TRUE,,
What are the documents required to apply for a Personal Loan?,ANS.FAQs.personal.loan.document.req.appli,FAQ: What are the documents required to apply for a Personal Loan?,,"A copy of a valid national ID
For employees, HR letter with the monthly salary
For business owners, a recent extract of the commercial register or  a copy of business license for the self-employed. 
For more information, Click here.",TRUE,,
What documents do I need to provide as part of my cash financing application?,ANS.FAQs.personal.loan.document.req.appli,FAQ: What are the documents required to apply for a Personal Loan?,,"A copy of a valid national ID
For employees, HR letter with the monthly salary
For business owners, a recent extract of the commercial register or  a copy of business license for the self-employed. 
For more information, Click here.",TRUE,,
Retail - What happens if the login password is entered incorrectly?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.happen.incorrect.login.password.enter,FAQ: Retail - What happens if an incorrect login password is entered?,,"In case of making 5 consecutive failed attempts to enter the login password, the User ID will be suspended. You should contact NBE’s Call Center at 19623 or visit the nearest branch to remove the suspension.",TRUE,,
Retail - What happens if an incorrect login password is entered?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.happen.incorrect.login.password.enter,FAQ: Retail - What happens if an incorrect login password is entered?,,"In case of making 5 consecutive failed attempts to enter the login password, the User ID will be suspended. You should contact NBE’s Call Center at 19623 or visit the nearest branch to remove the suspension.",TRUE,,
What are the types of cards that work on the machine?,ANS.FAQs.pos.card.accept.machin,FAQ: What are the cards acceptable at POS machines?,,All types of credit and debit cards.,TRUE,,
What are the cards acceptable at POS machines?,ANS.FAQs.pos.card.accept.machin,FAQ: What are the cards acceptable at POS machines?,,All types of credit and debit cards.,TRUE,,
Retail - Can I track my expenses via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.expens,FAQ: Retail - Can I track my expenses via Al Ahly Net/NBE Mobile?,,You can track all your debit transactions and expenses via the personal financial management service which allows you to classify your transactions by type. You can go to this service through the menu and track your expenses for up to 90 days.,TRUE,,
Retail - How can I follow up on my expenses through Al-Ahly Net / Al-Ahly Mobily service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.expens,FAQ: Retail - Can I track my expenses via Al Ahly Net/NBE Mobile?,,You can track all your debit transactions and expenses via the personal financial management service which allows you to classify your transactions by type. You can go to this service through the menu and track your expenses for up to 90 days.,TRUE,,
Corp - How can I track financial transactions carried out on the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.track.financi.transact.carri.acc,FAQ: Corp -  How can I track financial transactions carried out on the accounts?,,"Go to the menu>Current and Savings >”Account Activity”>  choose ""From” and “To” dates from the drop down menu, then click on “Apply”; or go to “Account Details” then click on “Account Activity” icon.",TRUE,,
Corp - How can I follow the financial transactions of the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.track.financi.transact.carri.acc,FAQ: Corp -  How can I track financial transactions carried out on the accounts?,,"Go to the menu>Current and Savings >”Account Activity”>  choose ""From” and “To” dates from the drop down menu, then click on “Apply”; or go to “Account Details” then click on “Account Activity” icon.",TRUE,,
Corp - Can the status of cheques under collection be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.statu.chequ.collect.view,FAQ: Corp - Can the status of cheques under collection be viewed?,,"Yes, you can view the status of cheques under collection deposited at the Bank (collected/rejected/under collection).",TRUE,,
Corp - Can I know the status of checks under collection?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.statu.chequ.collect.view,FAQ: Corp - Can the status of cheques under collection be viewed?,,"Yes, you can view the status of cheques under collection deposited at the Bank (collected/rejected/under collection).",TRUE,,
Retail - Is Soft Token App service available to both retail and corporate customers?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.app.avail.ret.corp.custom,FAQ: Retail - Is Soft Token App service available to both retail and corporate customers?,,"No, it is available only to NBE’s retail customers.",TRUE,,
Retail - Is the security code application service available to individuals and companies?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.app.avail.ret.corp.custom,FAQ: Retail - Is Soft Token App service available to both retail and corporate customers?,,"No, it is available only to NBE’s retail customers.",TRUE,,
What is the maximum Auto Loan tenor?,ANS.FAQs.auto.loan.max.tenor,FAQ: What is the maximum Auto Loan tenor?,,The maximum Auto Loan tenor is 7 years.,TRUE,,
What is the maximum financing term for a car loan?,ANS.FAQs.auto.loan.max.tenor,FAQ: What is the maximum Auto Loan tenor?,,The maximum Auto Loan tenor is 7 years.,TRUE,,
How can I repay the loan installments?,ANS.FAQs.personal.loan.repai.instal,FAQ: How can I repay the loan installments?,,Repayment of the monthly installments are made by either directly debiting the borrower's payroll account at the Bank with the value of the installments once his/her salary/pension is transferred; depositing the installment amount in his/her account  at the branch or through ATM; or by a bank transfer to the relevant account.,TRUE,,
How can I pay the financing installments after obtaining it?,ANS.FAQs.personal.loan.repai.instal,FAQ: How can I repay the loan installments?,,Repayment of the monthly installments are made by either directly debiting the borrower's payroll account at the Bank with the value of the installments once his/her salary/pension is transferred; depositing the installment amount in his/her account  at the branch or through ATM; or by a bank transfer to the relevant account.,TRUE,,
Is it possible to issue a check book for the current account?,ANS.FAQs.acc.cert.saving.pools.allow.issu.chequ.book.current.acc,FAQ: Is it allowed to issue a cheque book for the current account?,,"Yes, you can apply for a cheque book for the current account as per the applicable regulations.",TRUE,,
Is it allowed to issue a cheque book for the current account?,ANS.FAQs.acc.cert.saving.pools.allow.issu.chequ.book.current.acc,FAQ: Is it allowed to issue a cheque book for the current account?,,"Yes, you can apply for a cheque book for the current account as per the applicable regulations.",TRUE,,
Corp - What happens if an incorrect login password is entered?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.happen.incorrect.login.password.enter,FAQ: Corp -  What happens if an incorrect login password is entered?,,"In case of making 5 failed attempts to enter the login password, the user will be suspended and the ""Forgot Password” service can be used to receive a new passcode on your mobile or visit the nearest branch to request a new passcode to be sent to your mobile phone.",TRUE,,
Corp - What happens if the password is entered incorrectly?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.happen.incorrect.login.password.enter,FAQ: Corp -  What happens if an incorrect login password is entered?,,"In case of making 5 failed attempts to enter the login password, the user will be suspended and the ""Forgot Password” service can be used to receive a new passcode on your mobile or visit the nearest branch to request a new passcode to be sent to your mobile phone.",TRUE,,
Can the certificate be redeemed anytime?,ANS.FAQs.acc.cert.saving.pools.cert.redeem.anytim,FAQ: Can the certificate be redeemed anytime?,,You can redeem a certificate 6 months after its issuance date according to NBE's applicable regulations.,TRUE,,
Can I retrieve the certificate at any time?,ANS.FAQs.acc.cert.saving.pools.cert.redeem.anytim,FAQ: Can the certificate be redeemed anytime?,,You can redeem a certificate 6 months after its issuance date according to NBE's applicable regulations.,TRUE,,
Retail - Can transactions be inquired about?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.transact.inquir,FAQ: Retail - Can transactions be inquired about?,,"Yes, you can inquire about transactions carried out via Al Ahly Net and the relevant details, and download the transaction receipt.",TRUE,,
Retail - Is it possible to inquire about financial transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.transact.inquir,FAQ: Retail - Can transactions be inquired about?,,"Yes, you can inquire about transactions carried out via Al Ahly Net and the relevant details, and download the transaction receipt.",TRUE,,
features,ANS.FAQs.salary.advance.advantag,FAQ: Advantages of Salary advance,,"1- Withdraw up to 80% of your next salary in advance
2- Utilized amount is automatically repaid upon receiving the salary
3- Minimum income is EGP 700
4- Maximum credit limit is EGP 20,000
5- Minimum credit limit is EGP 350
6- No over limit fee
7- The total balance of the card can be used for cash withdrawals and/or purchases",TRUE,,
Advantages of Salary advance,ANS.FAQs.salary.advance.advantag,FAQ: Advantages of Salary advance,,"1- Withdraw up to 80% of your next salary in advance
2- Utilized amount is automatically repaid upon receiving the salary
3- Minimum income is EGP 700
4- Maximum credit limit is EGP 20,000
5- Minimum credit limit is EGP 350
6- No over limit fee
7- The total balance of the card can be used for cash withdrawals and/or purchases",TRUE,,
What is the contactless feature?,ANS.FAQs.debit.cards.contactless.featur,FAQ: What is the contactless feature?,,The contactless feature enables you to enjoy a convenient and safe shopping experience by tapping the card only. The maximum limit per transaction without entering the PIN code is EGP 600 or its equivalent in foreign currencies (subject to modification as per the Central Bank of Egypt’s instructions).,TRUE,,
What is the contactless feature,ANS.FAQs.debit.cards.contactless.featur,FAQ: What is the contactless feature?,,The contactless feature enables you to enjoy a convenient and safe shopping experience by tapping the card only. The maximum limit per transaction without entering the PIN code is EGP 600 or its equivalent in foreign currencies (subject to modification as per the Central Bank of Egypt’s instructions).,TRUE,,
hey robot,NBE.Greetings.Welcome,Greetings,,,TRUE,,
how are you,NBE.Greetings.Welcome,Greetings,,,TRUE,,
hey!,NBE.Greetings.Welcome,Greetings,,,TRUE,,
hey bot,NBE.Greetings.Welcome,Greetings,,,TRUE,,
good day!,NBE.Greetings.Welcome,Greetings,,,TRUE,,
hello,NBE.Greetings.Welcome,Greetings,,,TRUE,,
welcome,NBE.Greetings.Welcome,Greetings,,,TRUE,,
bonjour,NBE.Greetings.Welcome,Greetings,,,TRUE,,
hey there,NBE.Greetings.Welcome,Greetings,,,TRUE,,
good morning,NBE.Greetings.Welcome,Greetings,,,TRUE,,
holla,NBE.Greetings.Welcome,Greetings,,,TRUE,,
hi,NBE.Greetings.Welcome,Greetings,,,TRUE,,
hi bot,NBE.Greetings.Welcome,Greetings,,,TRUE,,
Corp - How can I subscribe to Al Ahly Net & Al Ahly Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.subscrib,FAQ: Corp -  How can I subscribe to Al Ahly Net & Al Ahly Mobile?,,You can subscribe by visiting the nearest NBE branch.,TRUE,,
Corp - How can I subscribe to Al-Ahly Net / Al-Ahly Mobile service?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.subscrib,FAQ: Corp -  How can I subscribe to Al Ahly Net & Al Ahly Mobile?,,You can subscribe by visiting the nearest NBE branch.,TRUE,,
Retail - What is the multiple transfer service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.multipl.transfer,FAQ: Retail - What is the multiple transfers service?,,"Multiple transfers enable you to execute more than one (internal/domestic) transfer faster and in a one step only. Select the payee and enter all the transaction details, then click on ""Save” and add the other transactions in the same way, then click on “Submit”.",TRUE,,
Retail - What is the multiple transfers service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.multipl.transfer,FAQ: Retail - What is the multiple transfers service?,,"Multiple transfers enable you to execute more than one (internal/domestic) transfer faster and in a one step only. Select the payee and enter all the transaction details, then click on ""Save” and add the other transactions in the same way, then click on “Submit”.",TRUE,,
Corp - What are the ways to pay credit cards?,ANS.FAQs.corp.credit.cards.card.payment.made,FAQ: Corp - How can credit card payments be made?,,There are several ways through which card payments can be made: (the nearest branch - ATMs - standing instructions - Fawry outlets).,TRUE,,
Corp - How can credit card payments be made?,ANS.FAQs.corp.credit.cards.card.payment.made,FAQ: Corp - How can credit card payments be made?,,There are several ways through which card payments can be made: (the nearest branch - ATMs - standing instructions - Fawry outlets).,TRUE,,
How can I use my e-voucher at the merchants?,ANS.FAQs.alAhlyPoints.us.e.voucher.merchant,FAQ: How can I use my e-voucher at the merchants?,,The customer is required to provide the pin code mentioned in the SMS in addition to the last 6 numbers of his/her national ID.,TRUE,,
How are electronic vouchers used by merchants?,ANS.FAQs.alAhlyPoints.us.e.voucher.merchant,FAQ: How can I use my e-voucher at the merchants?,,The customer is required to provide the pin code mentioned in the SMS in addition to the last 6 numbers of his/her national ID.,TRUE,,
Corp - What are the account details that can be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.acc.detail.view,FAQ: Corp -  What are the account details that can be viewed?,,Account type/currency>Branch>Account status>Account opening date>IBAN No.>Net available balance>Amount on hold>Amount under collection>Equivalent balance>Withdrawal limit>Utilized balance>Minimum balance required.,TRUE,,
Corp - What account details can be obtained?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.acc.detail.view,FAQ: Corp -  What are the account details that can be viewed?,,Account type/currency>Branch>Account status>Account opening date>IBAN No.>Net available balance>Amount on hold>Amount under collection>Equivalent balance>Withdrawal limit>Utilized balance>Minimum balance required.,TRUE,,
What is personal finance?,ANS.FAQs.personal.loan.,FAQ: What is a Personal Loan?,,"The Personal Loan is a loan extended by NBE for personal use, without a guarantor, to individuals who are paid employees, self-employed, professionals or pensioners.",TRUE,,
What is a Personal Loan?,ANS.FAQs.personal.loan.,FAQ: What is a Personal Loan?,,"The Personal Loan is a loan extended by NBE for personal use, without a guarantor, to individuals who are paid employees, self-employed, professionals or pensioners.",TRUE,,
Corp - How can I activate the card,ANS.FAQs.corp.credit.cards.activ.card,FAQ: Corp - How can I activate the card?,,The card can be activated through ATMs nationwide.,TRUE,,
Corp - How can I activate the card?,ANS.FAQs.corp.credit.cards.activ.card,FAQ: Corp - How can I activate the card?,,The card can be activated through ATMs nationwide.,TRUE,,
Corp - Can a primary account be selected for carrying out financial transaction?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.primari.acc.select.carri.financi.transact,FAQ: Corp - Can a primary account be selected for carrying out financial transaction?,,"Yes, you can select a favorite account to be the primary account for carrying out financial transactions by going to the main menu > Account Settings > Personal Preferences > Primary Account Number",TRUE,,
Corp - Can I set a basic account to conduct financial transactions from it?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.primari.acc.select.carri.financi.transact,FAQ: Corp - Can a primary account be selected for carrying out financial transaction?,,"Yes, you can select a favorite account to be the primary account for carrying out financial transactions by going to the main menu > Account Settings > Personal Preferences > Primary Account Number",TRUE,,
Corp - Do standing instructions enable making transfers outside the company's accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.stand.instruct.enabl.make.transfer.outsid.compani.acc,FAQ: Corp - Do standing instructions enable making transfers outside the company's accounts?,,"Yes, this service enables you to set up standing instructions to make transfers to other NBE customers only. The payee account has to be registered first then a hard token is used to authorize the transfer.",TRUE,,
Corp - Does the standing instruction service allow transfers outside the company's accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.stand.instruct.enabl.make.transfer.outsid.compani.acc,FAQ: Corp - Do standing instructions enable making transfers outside the company's accounts?,,"Yes, this service enables you to set up standing instructions to make transfers to other NBE customers only. The payee account has to be registered first then a hard token is used to authorize the transfer.",TRUE,,
Corp - What are the fees for exceeding the credit limit?,ANS.FAQs.corp.credit.cards.limit.fee,FAQ: Corp - How much is the over limit fee?,,The over limit fee is EGP 50.,TRUE,,
Corp - How much is the over limit fee?,ANS.FAQs.corp.credit.cards.limit.fee,FAQ: Corp - How much is the over limit fee?,,The over limit fee is EGP 50.,TRUE,,
Other services which are free of charge,ANS.FAQs.al.ahly.payroll.card.program.free.charg,FAQ: Card Program - Other services which are free of charge,,"Al Ahly Net (free of charge):
Check accounts, open certificates, obtain all types of savings products and loans, make credit card payments. (Subscription application submitted at the branch).
Al Ahly Phone (free of charge):
Check accounts 24/7 through the call center at 19623.",TRUE,,
Other services are free,ANS.FAQs.al.ahly.payroll.card.program.free.charg,FAQ: Card Program - Other services which are free of charge,,"Al Ahly Net (free of charge):
Check accounts, open certificates, obtain all types of savings products and loans, make credit card payments. (Subscription application submitted at the branch).
Al Ahly Phone (free of charge):
Check accounts 24/7 through the call center at 19623.",TRUE,,
Retail - Can the system remind me of any payments or installments I have?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.system.remind.payment.instal,FAQ: Retail - Can the system remind me of my payments or installments?,,"Yes.  A new special service ""Remind me” allows you to set up multiple reminders with different frequencies by going to the Dashboard, choose a title for the reminder, a currency and, the start/end dates and follow the steps shown.",TRUE,,
Retail - Can the system remind me of my payments or installments?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.system.remind.payment.instal,FAQ: Retail - Can the system remind me of my payments or installments?,,"Yes.  A new special service ""Remind me” allows you to set up multiple reminders with different frequencies by going to the Dashboard, choose a title for the reminder, a currency and, the start/end dates and follow the steps shown.",TRUE,,
Can a card be issued for an account?,ANS.FAQs.acc.cert.saving.pools.card.issu.acc,FAQ: Can a card be issued for an account?,,"Yes, debit cards can be issued for local currency accounts only.",TRUE,,
Can a card be issued on the account?,ANS.FAQs.acc.cert.saving.pools.card.issu.acc,FAQ: Can a card be issued for an account?,,"Yes, debit cards can be issued for local currency accounts only.",TRUE,,
"Retail - Can the ""Login Password” be changed?",ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.password.chang,"FAQ: Retail - Can the ""Login Password"" be changed?",,"Yes, you can change the ""Login Password” by clicking on ""Change Password>Enter Old Password> New Password>Confirm New Password”.",TRUE,,
Retail - Can I change the Login Password?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.password.chang,"FAQ: Retail - Can the ""Login Password"" be changed?",,"Yes, you can change the ""Login Password” by clicking on ""Change Password>Enter Old Password> New Password>Confirm New Password”.",TRUE,,
How can I get a POS machine?,ANS.FAQs.pos.machin,FAQ: How can I get a POS machine?,,Call the hotline: 19823,TRUE,,
How can contracting visa machines,ANS.FAQs.pos.machin,FAQ: How can I get a POS machine?,,Call the hotline: 19823,TRUE,,
Corp - How can the details of settled cheques be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.settl.chequ.view,FAQ: Corp - Can the details of settled cheques be viewed?,,"Yes, the cheque number, status and amount can be viewed.",TRUE,,
Corp - Can I inquire about check details?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.settl.chequ.view,FAQ: Corp - Can the details of settled cheques be viewed?,,"Yes, the cheque number, status and amount can be viewed.",TRUE,,
Corp - How can I get details of paid checks?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.settl.chequ.view,FAQ: Corp - Can the details of settled cheques be viewed?,,"Yes, the cheque number, status and amount can be viewed.",TRUE,,
Corp - Can I inquire about the details of the checks?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.settl.chequ.view,FAQ: Corp - Can the details of settled cheques be viewed?,,"Yes, the cheque number, status and amount can be viewed.",TRUE,,
Corp - Can the details of settled cheques be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.settl.chequ.view,FAQ: Corp - Can the details of settled cheques be viewed?,,"Yes, the cheque number, status and amount can be viewed.",TRUE,,
What is the daily maximum withdrawal from the card?,ANS.FAQs.prepaid.cards.card.max.daili.withdraw.limit,FAQ: What is the card maximum daily withdrawal limit?,,"The maximum daily cash withdrawal limit is EGP 20,000.",TRUE,,
What is the card maximum daily withdrawal limit?,ANS.FAQs.prepaid.cards.card.max.daili.withdraw.limit,FAQ: What is the card maximum daily withdrawal limit?,,"The maximum daily cash withdrawal limit is EGP 20,000.",TRUE,,
Corp - What are the card renewal fees?,ANS.FAQs.corp.credit.cards.card.renew.fee,FAQ: Corp - Credit Card - How much is the card renewal fee?,,The card renewal fee is EGP 125.,TRUE,,
Corp - How much is the card renewal fee?,ANS.FAQs.corp.credit.cards.card.renew.fee,FAQ: Corp - Credit Card - How much is the card renewal fee?,,The card renewal fee is EGP 125.,TRUE,,
Retail - Which of the browser services can be used?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.web.browser.us.access,FAQ: Retail - Which web browser can be used to access Al Ahly Net?,,"Supported browsers are Microsoft Edge, Firefox & Google Chrome. Please use the latest versions of these browsers to ensure that the system runs smoothly.",TRUE,,
