languageTag,key,message,annotation
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.services.available.NetO.Mobile.,"o	Inquire about accounts, certificates, deposits, loans and mutual fund certificates. 
o	Inquire about letters of guarantee, marine letters of guarantees, documentary collections and shipping bills.
o	Transfers (internal/domestic transfers).
o	Purchase and redeem deposits and certificates and amend their maturity instructions. 
o	Purchase and redeem mutual fund certificates. 
o	Fawry payment services.
o	Transfer funds to e-wallets. 
o	Donations. 
o	Other services (Click here to show all Al Ahly Net-Corporate services via our website)",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.standing.instructions.modified.stopped.,"Yes, you can stop standing instructions but you cannot modify them.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.standing.instructions.transfers.outside.company.accounts.,"Yes, this service enables you to set up standing instructions to make transfers to other NBE customers only. The payee account has to be registered first then a hard token is used to authorize the transfer.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.status.cheques.under.collection.viewed.,"Yes, you can view the status of cheques under collection deposited at the Bank (collected/rejected/under collection).",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.subscribe.Mobile.,You can subscribe by visiting the nearest NBE branch.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.track.financial.transactis.carried.on.accounts.,"Go to the menu>Current and Savings >�Account Activity�>  choose �From� and �To� dates from the drop down menu, then click on �Apply�; or go to �Account Details� then click on �Account Activity� icon.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.transactions.carried.NetONBE.Mobile.inquired.about.,"Yes, you can inquire about transactions carried out via Al Ahly Net/NBE Mobile and their details and download the transaction receipt.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.transactions.separately.,"Yes, you can view debit transactions only or credit transactions only by choosing the transaction type from the drop down menu on the �Account Activity� screen.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.transfer.note.printed.,"Yes, through the ""Transfers Inquiries"" service.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.transfer.note.sent.payee.,"Yes, a transfer note is sent to the email address registered for the payee upon adding a payee or upon making a one-time transfer.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.trnsfer.made.adding.a.payee.,"Yes, through the one-time transfer service. A payee may be added immediately after completing a transfer.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Corporate.Which.web.browser.used.access.Net.,"Supported browsers are Microsoft Edge, Firefox & Google Chrome. Please use the latest versions of these browsers to ensure that the system runs smoothly.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.actions.available.hard.token.,"You can activate, refresh and deactivate the hard token.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.add.new.categories.classification.transactions.,"Yes, you can add up to 7 new categories and 9 sub-categories for each main category through Manage Budgets.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.all.types.certificatesOdeposits.different.currencies.viewed.,"Yes, log in and click on �Accounts� then �Certificates/Deposits Details� from the side menu.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.all.types.loans.displayed.,"Yes, by logging in then going to the menu>Accounts>Loans and Finances",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.amend.personal.information.NetO.Mobile.,"Yes, you can amend the following personal information via Al Ahly Net/ NBE Mobile: email, number of dependents, educational qualification, type of residence, home phone number, correspondence address and annual income category.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.apply.NBE.s.products.,"Yes, you can apply for a personal or auto loan/credit card via Al Ahly Net/NBE Mobile after completing and uploading all required documents.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.available.options.amending.certificatesOdeposits.,"To amend maturity instructions, with respect to certificate/deposit status/payout account, click on the menu �Accounts�, �Certificates/Deposits�, then click on ""Amend Certificates/Deposits�.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.bill.payment.mobile.recharge.services.enabled.,"Yes, you can use Fawry services via Al Ahly Net/NBE Mobile by clicking on �Payment Services� from the side menu.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.branch.new.sub.account.,"Yes, you can choose the branch and governorate.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.certificatesOdeposits.opened.service.,"Yes, certificates/deposits can be opened via Al Ahly Net/NBE Mobile. Click on the menu �Accounts�, �Certificates/Deposits�, then click on ""Open Certificates/Deposits�",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.certificatesOdeposits.redeemed.service.,"Yes, certificates/deposits can be redeemed via Al Ahly Net/NBE Mobile. Click on the menu �Accounts�, �Certificates/Deposits�, then click on ""Redeem Certificates/Deposits�",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.change.user.ID.,You may not change your user ID.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.cncel.a.transaction.s.classification.into.sub.transactions.,You may not cancel the classification of transactions but you can modify it.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.crete.a.budget.NetONBE.Mobile.,"Yes, you can create a budget for your transactions. Choose the category via the personal financial management service. You can create a one-month budget, a recurring budget or a budget for a specified period up to 3 years. You can monitor your budget through a graph. You can go to the service via the menu>Personal Financial Management>Budget>Create Budget.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.currencies.enabled.Net.,"In case of own account transfers, you can transfer funds in the same currency whether a local or foreign currency. You can also convert your funds in any foreign currency to EGP.  However, in case of internal or domestic transfers, only transfers in the local currency are allowed.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.details.certificateOdeposit.viewed.,"Click on �Certificates/Deposits� on �Home� page then click on the icon next to the certificate/deposit number, then click on �Certificates/Deposits Details� from the drop down menu.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.details.certificatesOdeposits.viewed.,"�	Certificate/deposit amount and period
�	Certificate/deposit account number
�	Certificate/deposit status
�	Open date
�	Maturity date
�	Interest rate
�	Total maturity amount
�	Payout account number
�	Available balance
�	Blocked amount
�	Blocking reason
�	Maturity instructions and details
�	Interest frequency",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.details.cheques.inquired.about.,"Yes, you can view the number, status and amount of the cheque.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.details.different.types.mutual.funds.viewed.,"Yes, log in and select �Mutual Funds� from the menu, then click on �Investment Details� to view all details.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.details.executed.standing.instructions.viewed.,"Yes, you can view the number of both executed and unexecuted standing instructions.  �",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.details.loan.accounts.viewed.,You can inquire about loan details by going to the menu>Accounts>Loans and Finances>Loan Details.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.details.loans.viewed.,"�	Product name
�	Loan account number
�	Account currency
�	Sanctioned loan amount
�	Loan outstanding
�	Interest rate
�	Account opening and maturity dates
�	Amounts paid to date
�	Installments paid
�	Loan tenure
�	Next installment amount
�	Remaining installments",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.details.mutual.funds.viewed.,"�	Outstanding certificate balance 
�	Current value of outstanding certificate balance
�	Latest price of mutual fund certificates
�	Profit share received",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.details.settled.cheques.obtained.,"Go to the menu �Accounts�>Current & Savings>choose �Cheque Status Inquiry�, then identify the relevant account.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.different.details.cards.viewed.,"Yes, log in and go to the menu, select �Prepaid Cards�, then click on �Card Details� to view all details.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.donations.made.,"Yes, you can donate to the different donation recipients available on Al Ahly Net/NBE Mobile.",Message displayed when no answer intent gets resolved for a user message
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.financial.transactions.printed.,"Yes, you can print and save a statement of the account activity in PDF format.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.fingerprint.activated.soft.token.App.,"Yes, fingerprint can be activated on the soft token App via Settings>Biometric Authentication>Enter App PIN code>Confirm using fingerprint.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.get.password.use.Mobile.,"After subscribing to the service, a �Login Passcode� will be sent to your mobile phone registered with the Bank to be used in creating your �Login Password�.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.happens.if.incorrect.login.password.entered.,"In case of making 5 consecutive failed attempts to enter the login password, the User ID will be suspended. You should contact NBE�s Call Center at 19623 or visit the nearest branch to remove the suspension.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.Hard.Token.available.customers.,"Yes, the service is available to both NBE's retail and corporate customers.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.hard.token.obtained.NetONBE.Mobile.,You can receive a hard token from the nearest branch and activate it via Al Ahly Net/NBE Mobile or by contacting NBE's Call Center at 19623.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.hard.token.services.used.NetONBE.Mobile.,"Yes, you can use this service via Al Ahly Net/NBE Mobile.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.login.first.time.Mobile.app.,"Yes, you can login for the first time via NBE Mobile application and create your �Login Password�.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.Login.Password.changed.,"Yes, you can change the ""Login Password� by clicking on �Change Password>Enter Old Password> New Password>Confirm New Password�.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.make.payments.,"Yes, the payment of credit card due amounts is available to Al Ahly Net/NBE Mobile subscribers.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.money.trsferred.an.e.wallet.another.bank.,"Yes, you can transfer money to e-wallets inside/outside NBE.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.multiple.transfers.service.,"Multiple transfers enable you to execute more than one (internal/domestic) transfer faster and in a one step only. Select the payee and enter all the transaction details, then click on �Save� and add the other transactions in the same way, then click on �Submit�.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.not.mutual.fund.account.account.created.,You can create an investment account for the first time by selecting the mutual funds service and clicking on �Place Orders� then �Purchase Mutual Funds� to be directed to the screen of opening investment accounts and selecting accounts to be linked to the investment account.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.one.time.password.OTP.created.through.hard.token.,"Open the hard token by clicking �OK�, enter the hard token 4-digit PIN code then click �1� to create an OTP to carry out transactions through the service.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.open.account.NetONBE.Mobile.,"Yes, you can open a new sub-account as long as you do not have the same type of account in the same currency. Your personal information must also be updated. In case a message indicating that your personal information expired is displayed, refer to the branch to update your information.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.PIN.code.assigned.hard.token.NetONBE.Mobile.,Click �Ok� then enter 4 digits. Re-enter the digits to confirm the PIN code.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.primary.account.assigned.opening.investment.account.,The primary account is the account which receives the coupons of mutual fund certificates. It can be changed later if you wish.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.primary.account.selected.carrying.financial.transactions.,"Yes, you can select a favourite account to be the primary account for carrying out financial transactions by going to the menu>Personal Information and Settings>Primary Account Number",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.print.statement.loan.accounts.,"Yes, you can print and save a loan account statement in PDF format.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.process.request.openOredeem.amend.certificates.deposits.Net.,All requests are processed in real time online.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.remove.categories.add.categories.place.,You may not remove previously added categories but you can modify the name of the category.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.remove.ctegory.which.classifies.a.transaction.,You may not delete the classification but you can modify the category and reclassify the transaction.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.removeOmodify.added.categories.through.Bank.,You may not remove or modify added categories through the Bank or add sub-categories to them.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.services.available.cards.,"�	Inquire about transactions on the card.
�	Activate new and renewed cards.
�	Reset PIN by zeroing out the number of failed attempts  
�	Stop the current card and issue a new one. 
�	Make a transfer to the prepaid card
�   Set a new PIN.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.services.available.original.supplementary.cards.,"Yes, debit card services are available for both the original and supplementary cards.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.services.available.through.NetO.Mobile.,"�	Activate new/renewed debit card.
�	Request new PIN.
�   Reset the number of failed attempts to zero to enter the PIN .
�	Stop the current card and issue a new one.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.Soft.Token.App.available.customers.,"No, it is available only to NBE�s retail customers.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.soft.token.App.hard.token.used.together.creating.OTP.,"Yes, the soft token and hard token for a retail customer User ID can be used together in case you have subscribed to both types of tokens.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.soft.token.used.making.transfers.carrying.transactions.,"Download the App via Google Play/ App Store, then log into Al Ahly Net/NBE Mobile>Soft Token Services>Soft Token App Services>Activate Soft Token>enter the OTP sent to your mobile phone number and email registered with the Bank, then Tick for acceptance of the �Terms & Conditions�, scan the Cronto Image (QR code) or enter the activation code and password into the App.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.standing.instructions.entransfer.customer.accounts.,"Yes, this service enables you to set up standing instructions to make transfers to other customers of National Bank of Egypt only. The beneficiary account has to be registered first then a hard token/ soft token is used to authorize the transfer to ensure successful execution.  �",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.standing.instructions.modified.stopped.,"Yes, you can stop standing instructions but you cannot modify them.",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.status.cheques.under.collection.viewed.,"Yes, you can view the status of cheques under collection deposited at the Bank (settled/rejected/under collection)",
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.submit.I.Score.report.request.NetONBE.Mobile.,You can now submit an I-Score credit report request via Al Ahly Net/NBE Mobile to receive the report directly and save it in PDF format.,
default,ANS.FAQs.Al.Ahly.Net.NBE.Mobile.Retail.system.remind.me.payments.installments.,"Yes.  A new special service �Remind me� allows you to set up multiple reminders with different frequencies by going to the Dashboard, choose a title for the reminder, a currency and, the start/end dates and follow the steps shown.",
